1.749435811617169184e-02,1.017494358116171727e+00,7.408256182293063041e+00,9.296957173739128777e+00,9.796957173739128777e+00
3.836497010577398503e-02,6.633649701057739989e-01,7.883649701057739989e-01,1.837643298686921556e+00,1.962643298686921556e+00
4.407600780423067549e-02,5.440760078042307102e-01,1.498643470722207161e+00,2.342772906914303288e+00,2.905525864375700706e+00
4.546561462264123860e-02,9.204656146226412039e-01,6.592731062816844734e+00,6.842731062816844734e+00,1.323349288699373716e+01
5.955140409085879494e-02,1.845514040908587949e-01,9.345514040908587949e-01,1.564118401239547262e+00,1.882307555545539302e+00
7.151686080579935934e-02,4.465168608057993316e-01,1.196516860805799443e+00,1.826083857954488021e+00,2.144273012260480282e+00
7.819657930151645286e-02,2.372911564545125418e-01,1.286569485035660154e+00,1.496425150751889532e+00,4.406200974801181225e+00
9.285788618990625798e-02,3.428578861899062580e-01,1.138330771954886744e+00,4.510581239181237656e+00,8.875244975255174751e+00
1.096940802564728423e-01,9.846940802564728701e-01,1.461977811715461151e+00,7.843276440933940385e+00,7.968276440933940385e+00
1.098482594774800453e-01,3.598482594774800591e-01,2.248549250923545628e+00,2.373549250923545628e+00,9.563156303122548607e+00
1.181127709115372820e-01,7.431127709115372681e-01,1.118112770911537268e+00,4.490363238137888402e+00,4.740363238137888402e+00
1.238402757204346560e-01,1.248840275720434656e+00,3.137541267166500170e+00,4.606530927180106261e+00,4.981530927180106261e+00
1.255523001039231257e-01,1.250552300103923153e+00,3.220187651218814118e+00,3.379282228371810248e+00,5.627449206522710412e+00
1.303596705141889800e-01,1.244021710585161422e+00,1.873588707733850001e+00,2.436341665195247419e+00,5.981507570316624722e+00
1.308672932025103930e-01,5.058672932025103375e-01,7.558672932025103375e-01,2.629339774994927215e+00,3.424812660759907423e+00
1.459051354633340014e-01,4.640942897693261515e-01,2.715106119614916214e+00,3.974240113912292927e+00,5.943875465027184113e+00
1.530002546101925931e-01,1.584851448987157241e+00,4.957101916213508375e+00,6.070763956284480400e+00,6.320763956284480400e+00
1.570651011122888852e-01,9.525379868772693159e-01,1.202537986877269205e+00,5.082239085609657536e+00,6.036806548527634320e+00
1.611848638201021922e-01,1.286184863820102109e+00,1.445279440973098239e+00,6.854056075178519336e+00,7.104056075178519336e+00
1.683063150286141507e-01,1.168306315028614151e+00,2.600157509405578882e+00,3.100157509405578882e+00,4.788416381789771137e+00
1.708427257157757728e-01,1.284504765786748326e+00,7.675266589963639419e+00,8.300266589963639419e+00,8.675266589963639419e+00
1.849288850986665622e-01,1.184928885098666562e+00,1.604640216531125541e+00,7.995402040708016855e+00,1.583073045679294211e+01
2.647331945443117673e-01,1.537489811768280479e+00,8.852110490940781062e+00,1.321677422701471905e+01,1.371677422701471905e+01
2.769948945175276234e-01,2.165695885963593081e+00,2.961168771728573290e+00,3.438452503187561682e+00,3.858163834620020438e+00
2.980160908471238823e-01,6.730160908471238823e-01,1.627583553765100444e+00,3.096573213778706979e+00,1.041119389295120712e+01
3.166294005063925998e-01,9.416294005063925443e-01,1.896196863424369106e+00,9.210817542596871021e+00,1.461959417680229123e+01
3.421411609942485166e-01,1.773992355371213137e+00,2.092181509677205398e+00,6.899982962304246570e+00,7.649982962304246570e+00
3.521402074930447545e-01,1.624896824717013466e+00,5.989560560790951449e+00,6.489560560790951449e+00,7.114560560790951449e+00
3.543613330266126571e-01,1.479361333026612657e+00,7.151626781220816298e+00,1.488395877714990512e+01,1.513395877714990512e+01
3.624616262984130532e-01,2.041306952028248745e+00,2.670873949176937323e+00,1.136974744459716291e+01,1.149474744459716291e+01
3.701338385499955974e-01,8.474175700089838781e-01,5.655219022636025272e+00,5.905219022636025272e+00,8.528080497145408501e+00
3.759858934487771420e-01,2.054831219178613111e+00,2.850304104943593764e+00,4.538562977327786463e+00,1.092932480150467711e+01
3.841713373217838789e-01,7.023604916277760291e-01,3.699916462495643099e+00,6.609692286544934348e+00,8.579327637659826422e+00
3.914549088410259059e-01,1.440733237422173518e+00,5.805396973496111279e+00,6.430396973496111279e+00,1.399911672915626326e+01
4.492856871890050230e-01,1.199285687189004967e+00,2.312947727259977437e+00,1.082775745237764831e+01,1.095275745237764831e+01
4.587064414732076045e-01,1.254179327238188035e+00,2.513313321535564970e+00,5.136174796044948643e+00,1.286850679197403835e+01
4.609522956646268099e-01,1.867834689318120578e+00,9.057441741517124001e+00,1.342210547759106198e+01,1.405848378620304651e+01
4.950862372781310028e-01,2.746098067123721176e+00,7.110761803197659603e+00,7.747140111809644125e+00,8.701707574727620909e+00
5.302836392116790920e-01,1.962134833588643712e+00,2.711523826305610285e+00,6.256689731426988033e+00,1.405688548578031671e+01
5.339088388993145085e-01,9.089088388993145085e-01,2.377898498912920822e+00,9.946618254573072804e+00,1.019661825457307280e+01
5.496189612420778747e-01,7.996189612420778747e-01,3.050630791087668214e+00,3.925630791087668214e+00,6.835406615136959907e+00
5.563784508784849203e-01,1.829135068102453410e+00,2.942797108173425880e+00,5.852572932222717128e+00,1.224333475639960866e+01
5.858151698846290056e-01,3.583371140752496409e+00,3.833371140752496409e+00,9.505636588946700272e+00,1.038063658894670027e+01
5.950487914104277687e-01,4.474749890142816433e+00,7.847000357369166679e+00,8.347000357369166679e+00,1.472829898658764591e+01
6.588612836545622020e-01,2.127850943668168959e+00,2.377850943668168959e+00,7.185652396295210131e+00,7.435652396295210131e+00
6.772530506345979529e-01,1.154536782093586122e+00,2.413670776390962835e+00,8.085936224585166698e+00,8.335936224585166698e+00
6.916947563418394118e-01,2.370540082071675325e+00,2.688729236377667586e+00,3.108440567810126787e+00,3.483440567810126787e+00
7.583092179402139976e-01,3.183122404647956927e+00,1.141207066871701947e+01,1.577673440479095746e+01,1.627673440479095746e+01
7.606827224673072818e-01,3.293071031043595998e+00,3.452165608196592128e+00,1.215103910361681727e+01,1.240103910361681727e+01
7.684064694081490510e-01,1.245690200867137332e+00,1.808443158328534750e+00,9.608638912681865207e+00,9.926828066987857468e+00
7.937653965218861574e-01,1.168765396521886046e+00,4.166321367389753227e+00,4.643605098848741619e+00,4.893605098848741619e+00
7.964114233471556448e-01,2.766046774462046720e+00,3.243330505921035112e+00,3.663041837353493868e+00,6.667917745245394379e+00
8.084680627027166500e-01,1.285751794161704931e+00,5.650415530235642692e+00,6.025415530235642692e+00,1.472428902565586739e+01
8.226911932138228911e-01,1.452258190362511359e+00,1.929541921821499528e+00,2.492294879282896947e+00,2.969578610741885338e+00
8.606196477451691917e-01,1.490186644893857659e+00,2.119753642042546016e+00,1.063456336716021688e+01,1.088456336716021688e+01
8.691544890234301768e-01,3.866710459891297358e+00,4.616710459891297802e+00,4.991710459891297802e+00,5.741710459891297802e+00
8.809675138603452194e-01,1.755967513860345219e+00,2.175678845292804198e+00,2.652962576751792589e+00,1.038529457268088052e+01
