8.961617391095189067e-01,1.146161739109518907e+00,1.396161739109518907e+00,3.820974925817261614e+00,6.069141903968161778e+00
9.664961509452143495e-01,1.466496150945214350e+00,7.847794780163694028e+00,9.736495771609758876e+00,1.037287408022174340e+01
9.976127402806082012e-01,1.474896471739596482e+00,1.894607803172055460e+00,1.012355606724111823e+01,1.024855606724111823e+01
1.026903030608422362e+00,1.151903030608422362e+00,2.411037024905799520e+00,3.040604022054488098e+00,9.974111359257447518e+00
1.038750241951412301e+00,4.918451340683801298e+00,5.168451340683801298e+00,1.300377975676872744e+01,1.939454158094562075e+01
1.062636720580121041e+00,1.906766156772217169e+00,9.475485912432368707e+00,9.725485912432368707e+00,1.060048591243236871e+01
1.063649807407155201e+00,1.700028116019139501e+00,3.106910509672633047e+00,3.584194241131621439e+00,1.228306773655184614e+01
1.070004937468762352e+00,3.602393246045051178e+00,6.974643713271401424e+00,7.474643713271401424e+00,8.099643713271401424e+00
1.101824339055230473e+00,1.260918916208226603e+00,4.633169383434577071e+00,4.883169383434577071e+00,7.506030857943960299e+00
1.127739091215577805e+00,2.177017419796725584e+00,2.495206574102717845e+00,4.464841925217609031e+00,1.335149518034529059e+01
1.131725882451015019e+00,1.449915036757007059e+00,6.858691670962428155e+00,7.108691670962428155e+00,1.349945349513932058e+01
1.142220837371132669e+00,3.030921828817198183e+00,3.450633160249656939e+00,4.080200157398345517e+00,4.455200157398345517e+00
1.144836508956074805e+00,1.354692174672304184e+00,3.602859152823204347e+00,1.117157890848335633e+01,1.142157890848335633e+01
1.149109458934790107e+00,1.467298613240782146e+00,6.275100065867823318e+00,7.534234060165200475e+00,9.003223720178807454e+00
1.154563574603677978e+00,3.124198925718569164e+00,3.249198925718569164e+00,1.176400865083623870e+01,1.201400865083623870e+01
1.202528404322143585e+00,3.734916712898431967e+00,1.104953739207093300e+01,1.142453739207093300e+01,1.479678785929728413e+01
1.215836601813381712e+00,2.059966038005478062e+00,2.378155192311470323e+00,8.768917016488362748e+00,9.518917016488362748e+00
1.230231889956292068e+00,3.103704371748708724e+00,1.090390012610203740e+01,1.427615059332838854e+01,1.515115059332838854e+01
1.233842967647754252e+00,1.711126699106742421e+00,9.511322453460071102e+00,9.761322453460071102e+00,1.087498449353104313e+01
1.241064586974061523e+00,2.929323459358253778e+00,5.177490437509153942e+00,1.084975588570335781e+01,1.109975588570335781e+01
1.282323468577806880e+00,3.171024460023872393e+00,5.140659811138763580e+00,5.515659811138763580e+00,1.335098822722368972e+01
1.312416746230241404e+00,5.192117844962630180e+00,1.276083760062278216e+01,1.338583760062278216e+01,1.413583760062278216e+01
1.315727122104523916e+00,5.680390858178461677e+00,5.805390858178461677e+00,8.053557836329360953e+00,1.595280517422063227e+01
1.335908563547654193e+00,6.143710016174695809e+00,6.393710016174695809e+00,1.422903843225962106e+01,1.497903843225962106e+01
1.338628679123345266e+00,3.026887551507537744e+00,6.421626012898378200e+00,6.671626012898378200e+00,7.046626012898378200e+00
1.373346258334028569e+00,2.217475694526124919e+00,3.905734566910317618e+00,9.578000015104521481e+00,9.828000015104521481e+00
1.403142146682752278e+00,4.408018054574652567e+00,6.656185032725552730e+00,7.031185032725552730e+00,7.281185032725552730e+00
1.407657479033415093e+00,1.657657479033415093e+00,3.627292830148306280e+00,1.244203729824384830e+01,1.281703729824384830e+01
1.433217579241786943e+00,2.058217579241786943e+00,2.902347015433883293e+00,9.293108839610773941e+00,1.024767630252875072e+01
1.434320865356615737e+00,3.966709173932904342e+00,4.466709173932904342e+00,5.091709173932904342e+00,5.216709173932904342e+00
1.436058877485542506e+00,1.686058877485542506e+00,4.690934785377443461e+00,6.939101763528343625e+00,1.450782151918849650e+01
1.453032243048257177e+00,2.297161679240353305e+00,3.047161679240353305e+00,3.422161679240353305e+00,4.535823719311325775e+00
1.474222789627203989e+00,2.523501118208351546e+00,2.898501118208351546e+00,3.318212449640810746e+00,3.795496181099799138e+00
1.474402043301163312e+00,2.598485532376613172e+00,3.553052995294589511e+00,5.441753986740654803e+00,5.691753986740654803e+00
1.522381948184641232e+00,8.455889285387600651e+00,1.182813975261395179e+01,1.270313975261395179e+01,1.295313975261395179e+01
1.541801960636154378e+00,7.214067408830358019e+00,1.504939582491528327e+01,1.567439582491528327e+01,1.642439582491528327e+01
1.550870267096787991e+00,1.869059421402780252e+00,3.838694772517671439e+00,1.140741452817782431e+01,1.779817635235471585e+01
1.560324875182753201e+00,4.183186349692136652e+00,4.433186349692136652e+00,7.056047824201520768e+00,7.374236978507513030e+00
1.564805252118612877e+00,1.689805252118612877e+00,8.071103881337091224e+00,1.060349218991338027e+01,1.147849218991338027e+01
1.578288478463861333e+00,4.110676787040150160e+00,1.184300878296923898e+01,1.221800878296923898e+01,1.521556475383710705e+01
1.579877350493511523e+00,1.999588681925970501e+00,5.004464589817871456e+00,7.252631567968771620e+00,1.515187890586004471e+01
1.586042409678617426e+00,4.495818233727908897e+00,4.973101965186897289e+00,5.223101965186897289e+00,6.629984358840390612e+00
1.642695538494171048e+00,8.832302590693174693e+00,8.957302590693174693e+00,1.614690964289217590e+01,1.639690964289217590e+01
